Subject,Cond,Int,Cost,RT
1,C,H,0.11543176732684744,0.9319466666666667
1,C,M,0.07139474598991565,0.9127567567567568
1,C,L,0.05036151859951125,0.884310502283105
1,I,H,0.15343476486848173,0.905972602739726
1,I,M,0.1012521970786262,1.0236756756756755
1,I,L,0.12386905120610546,1.0599466666666668
2,C,H,0.16646489206850978,0.8599466666666667
2,C,M,0.14505819531202963,0.8584864864864865
2,C,L,0.16017397213785362,0.7968219178082192
2,I,H,0.14156204152938237,0.8753607305936073
2,I,M,0.1055578014565449,0.9287567567567567
2,I,L,0.1044995753444406,0.8981333333333333
3,C,H,0.02212403238806435,0.8386133333333333
3,C,M,0.036135161065880037,0.9161081081081082
3,C,L,0.012687418575591643,0.8639269406392694
3,I,H,0.037183862653681336,0.9251141552511416
3,I,M,0.043702106882695976,0.9712432432432432
3,I,L,0.04973091275130341,1.0977066666666666
4,C,H,0.16215886622641928,0.7727999999999999
4,C,M,0.11567716243292708,0.7785945945945946
4,C,L,0.12110513191271677,0.695269406392694
4,I,H,0.13612484825651694,0.8157442922374429
4,I,M,0.18589096322127843,0.9843243243243244
4,I,L,0.1643933551851758,0.9127466666666667
5,C,H,0.061396641169652766,0.8881066666666667
5,C,M,0.06946316509142614,0.8994594594594595
5,C,L,0.06140953292178338,0.8683835616438356
5,I,H,0.026563033151398206,0.9164566210045662
5,I,M,0.05061556120248234,0.9365405405405405
5,I,L,0.059394690376859516,0.95392
6,C,H,0.141548743063193,0.84992
6,C,M,0.06036685703858862,0.9047567567567568
6,C,L,0.09480382667430622,0.8572054794520547
6,I,H,0.09757163754424944,0.891433789954338
6,I,M,0.07682987809696569,1.0111351351351352
6,I,L,0.11085149554112891,1.0136533333333333
7,C,H,0.20086639509848989,0.8483200000000001
7,C,M,0.08704225794978815,0.9203243243243244
7,C,L,0.12151807447455883,0.8127488584474886
7,I,H,0.22256088707408012,0.8335707762557077
7,I,M,0.13950540466455907,0.952
7,I,L,0.1642778094262161,0.8737066666666667
8,C,H,0.03780899735490497,0.95136
8,C,M,0.021823293376926286,0.9408648648648649
8,C,L,0.010654188470702677,0.9194885844748859
8,I,H,0.03791833753109092,0.9536073059360731
8,I,M,0.034281485375879966,1.0448648648648649
8,I,L,0.025570344457287654,1.07968
9,C,H,0.02915537469234815,1.1658666666666666
9,C,M,0.06362049099246157,1.1251891891891892
9,C,L,0.0258100751222705,1.0627214611872147
9,I,H,0.03679258247831491,1.2062465753424658
9,I,M,0.06874801294953431,1.2087567567567568
9,I,L,0.028792092050438138,1.1998933333333335
10,C,H,0.06317423618451677,1.0529066666666667
10,C,M,0.053532686928896775,1.0287567567567566
10,C,L,0.09019934885215158,0.9397260273972603
10,I,H,0.11061693136320772,1.0592511415525114
10,I,M,0.0950849839739191,1.119027027027027
10,I,L,0.08855880946740245,1.08448
11,C,H,0.2078416069191536,0.8784
11,C,M,0.11107879647707385,0.8301621621621622
11,C,L,0.1199383987398322,0.8728036529680365
11,I,H,0.12289207910135805,0.9396529680365298
11,I,M,0.16667012146516963,0.9387027027027027
11,I,L,0.09619222612101125,1.0625066666666667
12,C,H,0.15686952469449195,1.0605866666666666
12,C,M,0.1618697565487937,1.0563243243243243
12,C,L,0.15196001437208617,1.0025205479452055
12,I,H,0.14383605763921262,1.093150684931507
12,I,M,0.07898804579572084,1.126162162162162
12,I,L,0.10591421283258,1.1070933333333333
13,C,H,0.12932629695630854,0.7691733333333333
13,C,M,0.24485748974312266,0.7596756756756756
13,C,L,0.15710039828398173,0.7275981735159818
13,I,H,0.18732001850510765,0.78213698630137
13,I,M,0.15903641226687343,0.7572972972972973
13,I,L,0.09335478426966223,0.8657066666666667
14,C,H,0.033394870655699904,0.8858666666666667
14,C,M,0.05229642759874309,0.8686486486486487
14,C,L,0.010670622761999104,0.8883287671232877
14,I,H,0.008698448454684605,0.9151415525114155
14,I,M,0.022521356545226384,0.9595675675675676
14,I,L,0.01797568425617746,1.0309333333333335
15,C,H,0.10526596037740157,0.8994133333333333
15,C,M,0.08601955636726764,0.8841081081081081
15,C,L,0.09527566104842271,0.8646940639269407
15,I,H,0.1932339296361556,0.9508675799086758
15,I,M,0.1020519288454291,1.034810810810811
15,I,L,0.14317243459306664,1.1024
16,C,H,0.06121157091206342,1.0436266666666667
16,C,M,0.08646424131989416,0.9846486486486487
16,C,L,0.034196236479705995,0.978703196347032
16,I,H,0.07599089832693263,1.0282374429223744
16,I,M,0.19726516617848183,1.0838918918918918
16,I,L,0.11200873755793041,1.10944
17,C,H,0.014408424216276904,0.97568
17,C,M,0.027188537244384685,0.8978378378378378
17,C,L,0.012516956061991252,0.8898995433789955
17,I,H,0.016079497219977833,1.0966940639269405
17,I,M,0.00982227530268836,1.046918918918919
17,I,L,0.0059162552103208185,1.10176
18,C,H,0.06049992049266814,0.928
18,C,M,0.0602106875495563,0.921081081081081
18,C,L,0.034906244000351985,0.909662100456621
18,I,H,0.044161293029863095,0.9187945205479452
18,I,M,0.05728381824668883,0.9805405405405405
18,I,L,0.05376053294827106,0.9889066666666666
19,C,H,0.08885427275544938,1.0030933333333334
19,C,M,0.14745811619125274,0.9708108108108109
19,C,L,0.06346257044455225,0.9415525114155251
19,I,H,0.12095929535056929,1.0920182648401826
19,I,M,0.06059199054729425,1.1274594594594594
19,I,L,0.034681539784235806,1.1938133333333332
20,C,H,0.1586397259098093,0.9909333333333333
20,C,M,0.1318331441195067,0.959027027027027
20,C,L,0.059078110767904056,1.0281278538812786
20,I,H,0.22116014761838348,0.9903196347031964
20,I,M,0.17129839934921573,1.0162162162162163
20,I,L,0.20840185534500663,1.1290666666666667
21,C,H,0.05634880905059815,0.8587733333333333
21,C,M,0.017926523297720463,0.7841081081081082
21,C,L,0.04285142757321513,0.7940091324200913
21,I,H,0.07576884416194551,0.8746301369863014
21,I,M,0.08163309805929078,0.8878918918918919
21,I,L,0.07940961762628064,0.904
22,C,H,0.013615342860382289,1.0882133333333335
22,C,M,0.008816044051165199,1.1488648648648647
22,C,L,0.010468228414885171,1.003799086757991
22,I,H,0.01853982277469184,1.1726392694063927
22,I,M,0.028221671058692673,1.227891891891892
22,I,L,0.01247235364032425,1.2458666666666665
23,C,H,0.05832613063349453,1.14432
23,C,M,0.029826386283761698,1.0428108108108107
23,C,L,0.018696504438205787,1.066593607305936
23,I,H,0.05975157718244034,1.1008949771689498
23,I,M,0.0894944321881989,1.0872432432432433
23,I,L,0.062398006177173504,1.12064
24,C,H,0.025170880827237695,1.1003733333333332
24,C,M,0.011438643980906674,0.9777297297297297
24,C,L,0.02903756930820784,0.9574794520547945
24,I,H,0.027670267826774862,1.0554155251141553
24,I,M,0.02132025504294095,1.073837837837838
24,I,L,0.06828231884337929,1.1004800000000001
25,C,H,0.225494404004798,0.8974933333333334
25,C,M,0.26469125067891786,0.8907027027027027
25,C,L,0.17872343128905024,0.8948310502283104
25,I,H,0.16591831819128897,0.9700091324200913
25,I,M,0.1991638140388507,0.9623783783783784
25,I,L,0.13166375827559534,0.9914666666666667
26,C,H,0.17616444717150312,0.9610666666666667
26,C,M,0.13838517880984713,0.9205405405405405
26,C,L,0.14112621990636912,0.983013698630137
26,I,H,0.16727159688223917,1.0551232876712329
26,I,M,0.2573181466375711,1.0118918918918918
26,I,L,0.2474506816093942,1.0506666666666666
27,C,H,0.10122294924010113,0.95584
27,C,M,0.16534798184357627,0.9682162162162162
27,C,L,0.08782901731202078,0.9454611872146119
27,I,H,0.09591374953097136,0.9678173515981736
27,I,M,0.08355638005566587,1.008972972972973
27,I,L,0.17461802167951626,1.0184533333333334
28,C,H,0.12692980040041624,0.9400533333333333
28,C,M,0.025489717097946014,0.9517837837837837
28,C,L,0.08659444252581662,0.9045844748858448
28,I,H,0.12552504417598428,0.9843287671232877
28,I,M,0.08677037390007976,0.977081081081081
28,I,L,0.0906188113614828,0.9390933333333333
29,C,H,0.05000438203845004,0.9650133333333333
29,C,M,0.0405673425448787,0.9215135135135135
29,C,L,0.03723098892793001,0.9345022831050228
29,I,H,0.038367405797756805,1.012420091324201
29,I,M,0.06436610755449619,0.957945945945946
29,I,L,0.05650469274214889,1.07008
30,C,H,0.15819201911080139,1.00832
30,C,M,0.04838347459530035,0.9095135135135135
30,C,L,0.032693583546047546,0.9574429223744293
30,I,H,0.17213063229736814,1.0012420091324201
30,I,M,0.13182664437287642,1.019027027027027
30,I,L,0.1377122195674994,1.0565333333333333
31,C,H,0.07104390975496142,0.9688533333333333
31,C,M,0.08895294327043715,0.8968648648648649
31,C,L,0.0848786477359119,0.9764018264840182
31,I,H,0.06260050335881971,1.0515068493150683
31,I,M,0.06746016218551648,1.0555675675675675
31,I,L,0.04373501257979896,1.1314133333333334
32,C,H,0.0710917699437172,1.0029866666666667
32,C,M,0.057099016062402565,0.9727567567567568
32,C,L,0.05524716769724398,0.9709589041095891
32,I,H,0.12737817477435026,1.053552511415525
32,I,M,0.14210164208679607,1.1182702702702703
32,I,L,0.0784118395794779,1.1101866666666667
33,C,H,0.08514251928126064,0.7699199999999999
33,C,M,0.1038027984743769,0.7295135135135136
33,C,L,0.034751667029482576,0.7505388127853881
33,I,H,0.03652973004793588,0.8074155251141553
33,I,M,0.04157582583364865,0.8002162162162163
33,I,L,0.04119760358020449,0.8901333333333333
34,C,H,0.11268652093373004,0.9396266666666666
34,C,M,0.07103063495766967,0.9824864864864865
34,C,L,0.17788706431581233,0.8656803652968036
34,I,H,0.2274424740057377,0.9458264840182649
34,I,M,0.23338743965245864,1.0116756756756755
34,I,L,0.31289915845730354,0.95584
35,C,H,0.016717103694576126,0.9160533333333333
35,C,M,0.038103864731963005,0.8775135135135136
35,C,L,0.006808242582797473,0.8813150684931507
35,I,H,0.023433640208265338,0.9578447488584475
35,I,M,0.03793529662627816,0.969945945945946
35,I,L,0.02114499506506037,1.1272533333333334
36,C,H,0.10225478383168833,0.93152
36,C,M,0.07056405107822866,0.9648648648648649
36,C,L,0.06046057877163219,0.8611506849315068
36,I,H,0.06255096132012276,0.9909771689497717
36,I,M,0.08135747104555115,1.0257297297297299
36,I,L,0.07042854638280949,1.04928
37,C,H,0.05467519452238666,0.8872533333333333
37,C,M,0.034315938074870496,0.916
37,C,L,0.057934913114203276,0.8679452054794521
37,I,H,0.06528514633638972,0.9284383561643835
37,I,M,0.05910975656321959,1.0372972972972974
37,I,L,0.10027300060835763,1.0575999999999999
38,C,H,0.07033568584261755,1.1518933333333334
38,C,M,0.12539990818523053,1.092864864864865
38,C,L,0.047016171322204946,1.0560730593607306
38,I,H,0.09790653214510539,1.1908675799086759
38,I,M,0.10167675917676552,1.1846486486486487
38,I,L,0.042688632860765345,1.3045333333333333
39,C,H,0.06044123717214618,1.1264
39,C,M,0.01666661011242526,1.2473513513513512
39,C,L,0.01682837271681629,1.1718721461187216
39,I,H,0.12023856350168938,1.2351415525114156
39,I,M,0.11003110370979075,1.4095135135135135
39,I,L,0.08215860774352914,1.3674666666666666
40,C,H,0.037487857637032496,0.8466133333333333
40,C,M,0.009084040021299849,0.8861621621621621
40,C,L,0.05247893782344843,0.8609680365296803
40,I,H,0.059489743022214644,0.9854611872146118
40,I,M,0.01187245531479754,1.1265945945945945
40,I,L,0.03647452044843398,1.1104
41,C,H,0.08680781795355931,0.9726933333333334
41,C,M,0.06668555683790706,0.8806486486486487
41,C,L,0.08827107473692927,0.7907945205479452
41,I,H,0.09375525555858893,0.9747579908675799
41,I,M,0.08583256256885771,0.9534054054054054
41,I,L,0.19353266531080104,0.9145599999999999
42,C,H,0.13919613162997693,1.0929066666666667
42,C,M,0.14870988815769587,0.9597837837837837
42,C,L,0.16933282070818606,0.9654794520547945
42,I,H,0.056782388353505645,1.0577534246575342
42,I,M,0.09028003615812194,1.0206486486486486
42,I,L,0.07232967097979506,1.1159466666666666
43,C,H,0.4230164135552775,1.1723733333333333
43,C,M,0.2963603109727791,1.022918918918919
43,C,L,0.35839768942246863,1.0510319634703196
43,I,H,0.3803031982599396,1.205296803652968
43,I,M,0.37280796059321814,1.2221621621621621
43,I,L,0.3195419356703563,1.2632533333333333
44,C,H,0.1417430397347981,0.8494933333333333
44,C,M,0.09962638137786162,0.8417297297297297
44,C,L,0.08325924321989212,0.8256803652968037
44,I,H,0.09632894671087801,0.9332237442922375
44,I,M,0.14108573079774714,0.9949189189189189
44,I,L,0.12755747971649195,0.9524266666666666
